Time (UTC),Local hour of the day,Local day of the week,Local month of the year,Local year,Electricity generation [MW]
2015-06-17 12:00:00,15,2,6,2015,622.5
2015-06-17 13:00:00,16,2,6,2015,614.75
2015-06-17 14:00:00,17,2,6,2015,610.25
2015-06-17 15:00:00,18,2,6,2015,608.25
2015-06-17 16:00:00,19,2,6,2015,594.5
2015-06-17 17:00:00,20,2,6,2015,597.25
2015-06-17 18:00:00,21,2,6,2015,600.25
2015-06-17 19:00:00,22,2,6,2015,559.25
2015-06-17 20:00:00,23,2,6,2015,516.0
2015-06-17 21:00:00,0,3,6,2015,480.0
2015-06-17 22:00:00,1,3,6,2015,446.0
2015-06-17 23:00:00,2,3,6,2015,422.75
2015-06-18 00:00:00,3,3,6,2015,410.75
2015-06-18 01:00:00,4,3,6,2015,402.25
2015-06-18 02:00:00,5,3,6,2015,386.0
2015-06-18 03:00:00,6,3,6,2015,420.0
2015-06-18 04:00:00,7,3,6,2015,492.25
2015-06-18 05:00:00,8,3,6,2015,578.75
2015-06-18 06:00:00,9,3,6,2015,623.0
2015-06-18 07:00:00,10,3,6,2015,647.25
2015-06-18 08:00:00,11,3,6,2015,657.25
2015-06-18 09:00:00,12,3,6,2015,660.5
2015-06-18 10:00:00,13,3,6,2015,648.5
2015-06-18 11:00:00,14,3,6,2015,646.0
2015-06-18 12:00:00,15,3,6,2015,648.5
2015-06-18 13:00:00,16,3,6,2015,657.25
2015-06-18 14:00:00,17,3,6,2015,651.75
2015-06-18 15:00:00,18,3,6,2015,636.25
2015-06-18 16:00:00,19,3,6,2015,611.5
2015-06-18 17:00:00,20,3,6,2015,607.25
2015-06-18 18:00:00,21,3,6,2015,608.5
2015-06-18 19:00:00,22,3,6,2015,571.5
2015-06-18 20:00:00,23,3,6,2015,532.75
2015-06-18 21:00:00,0,4,6,2015,487.5
2015-06-18 22:00:00,1,4,6,2015,449.0
2015-06-18 23:00:00,2,4,6,2015,431.25
2015-06-19 00:00:00,3,4,6,2015,415.75
2015-06-19 01:00:00,4,4,6,2015,406.5
2015-06-19 02:00:00,5,4,6,2015,389.0
2015-06-19 03:00:00,6,4,6,2015,418.25
2015-06-19 04:00:00,7,4,6,2015,487.5
2015-06-19 05:00:00,8,4,6,2015,567.5
2015-06-19 06:00:00,9,4,6,2015,610.5
2015-06-19 07:00:00,10,4,6,2015,627.0
2015-06-19 08:00:00,11,4,6,2015,622.0
2015-06-19 09:00:00,12,4,6,2015,621.75
2015-06-19 10:00:00,13,4,6,2015,612.25
2015-06-19 11:00:00,14,4,6,2015,605.0
2015-06-19 12:00:00,15,4,6,2015,593.75
2015-06-19 13:00:00,16,4,6,2015,596.75
2015-06-19 14:00:00,17,4,6,2015,589.5
2015-06-19 15:00:00,18,4,6,2015,583.25
2015-06-19 16:00:00,19,4,6,2015,563.25
2015-06-19 17:00:00,20,4,6,2015,563.5
2015-06-19 18:00:00,21,4,6,2015,560.75
2015-06-19 19:00:00,22,4,6,2015,523.25
2015-06-19 20:00:00,23,4,6,2015,488.0
2015-06-19 21:00:00,0,5,6,2015,448.5
2015-06-19 22:00:00,1,5,6,2015,420.0
2015-06-19 23:00:00,2,5,6,2015,401.25
2015-06-20 00:00:00,3,5,6,2015,387.5
2015-06-20 01:00:00,4,5,6,2015,377.0
2015-06-20 02:00:00,5,5,6,2015,355.75
2015-06-20 03:00:00,6,5,6,2015,370.25
2015-06-20 04:00:00,7,5,6,2015,402.75
2015-06-20 05:00:00,8,5,6,2015,451.5
2015-06-20 06:00:00,9,5,6,2015,486.5
2015-06-20 07:00:00,10,5,6,2015,508.5
2015-06-20 08:00:00,11,5,6,2015,516.0
2015-06-20 09:00:00,12,5,6,2015,518.25
2015-06-20 10:00:00,13,5,6,2015,511.0
2015-06-20 11:00:00,14,5,6,2015,497.5
2015-06-20 12:00:00,15,5,6,2015,494.0
2015-06-20 13:00:00,16,5,6,2015,502.75
2015-06-20 14:00:00,17,5,6,2015,509.75
2015-06-20 15:00:00,18,5,6,2015,514.0
2015-06-20 16:00:00,19,5,6,2015,517.5
2015-06-20 17:00:00,20,5,6,2015,529.25
2015-06-20 18:00:00,21,5,6,2015,531.25
2015-06-20 19:00:00,22,5,6,2015,502.25
2015-06-20 20:00:00,23,5,6,2015,473.5
2015-06-20 21:00:00,0,6,6,2015,438.0
2015-06-20 22:00:00,1,6,6,2015,412.75
2015-06-20 23:00:00,2,6,6,2015,388.5
2015-06-21 00:00:00,3,6,6,2015,375.5
2015-06-21 01:00:00,4,6,6,2015,369.75
2015-06-21 02:00:00,5,6,6,2015,345.75
2015-06-21 03:00:00,6,6,6,2015,352.5
2015-06-21 04:00:00,7,6,6,2015,372.75
2015-06-21 05:00:00,8,6,6,2015,397.5
2015-06-21 06:00:00,9,6,6,2015,418.0
2015-06-21 07:00:00,10,6,6,2015,439.75
2015-06-21 08:00:00,11,6,6,2015,457.25
2015-06-21 09:00:00,12,6,6,2015,466.75
2015-06-21 10:00:00,13,6,6,2015,460.25
2015-06-21 11:00:00,14,6,6,2015,446.5
2015-06-21 12:00:00,15,6,6,2015,445.5
2015-06-21 13:00:00,16,6,6,2015,454.5
2015-06-21 14:00:00,17,6,6,2015,473.0
2015-06-21 15:00:00,18,6,6,2015,490.5
2015-06-21 16:00:00,19,6,6,2015,489.0
2015-06-21 17:00:00,20,6,6,2015,510.75
2015-06-21 18:00:00,21,6,6,2015,534.75
2015-06-21 19:00:00,22,6,6,2015,509.5
2015-06-21 20:00:00,23,6,6,2015,478.75
2015-06-21 21:00:00,0,0,6,2015,443.25
2015-06-21 22:00:00,1,0,6,2015,414.0
2015-06-21 23:00:00,2,0,6,2015,389.75
2015-06-22 00:00:00,3,0,6,2015,376.5
2015-06-22 01:00:00,4,0,6,2015,366.75
2015-06-22 02:00:00,5,0,6,2015,350.25
2015-06-22 03:00:00,6,0,6,2015,384.75
2015-06-22 04:00:00,7,0,6,2015,458.75
2015-06-22 05:00:00,8,0,6,2015,539.5
2015-06-22 06:00:00,9,0,6,2015,581.25
2015-06-22 07:00:00,10,0,6,2015,597.25
2015-06-22 08:00:00,11,0,6,2015,603.5
2015-06-22 09:00:00,12,0,6,2015,600.75
2015-06-22 10:00:00,13,0,6,2015,594.25
2015-06-22 11:00:00,14,0,6,2015,590.5
2015-06-22 12:00:00,15,0,6,2015,582.0
2015-06-22 13:00:00,16,0,6,2015,587.25
2015-06-22 14:00:00,17,0,6,2015,584.5
2015-06-22 15:00:00,18,0,6,2015,577.25
2015-06-22 16:00:00,19,0,6,2015,560.5
2015-06-22 17:00:00,20,0,6,2015,564.25
2015-06-22 18:00:00,21,0,6,2015,566.75
2015-06-22 19:00:00,22,0,6,2015,523.5
2015-06-22 20:00:00,23,0,6,2015,481.25
2015-06-22 21:00:00,0,1,6,2015,437.25
2015-06-22 22:00:00,1,1,6,2015,403.0
2015-06-22 23:00:00,2,1,6,2015,383.5
2015-06-23 00:00:00,3,1,6,2015,371.25
2015-06-23 01:00:00,4,1,6,2015,365.5
2015-06-23 02:00:00,5,1,6,2015,351.25
2015-06-23 03:00:00,6,1,6,2015,383.0
2015-06-23 04:00:00,7,1,6,2015,454.5
2015-06-23 05:00:00,8,1,6,2015,530.0
2015-06-23 06:00:00,9,1,6,2015,572.5
2015-06-23 07:00:00,10,1,6,2015,592.5
2015-06-23 08:00:00,11,1,6,2015,594.75
2015-06-23 09:00:00,12,1,6,2015,591.5
2015-06-23 10:00:00,13,1,6,2015,584.75
2015-06-23 11:00:00,14,1,6,2015,577.5
2015-06-23 12:00:00,15,1,6,2015,572.0
2015-06-23 13:00:00,16,1,6,2015,580.25
2015-06-23 14:00:00,17,1,6,2015,583.75
2015-06-23 15:00:00,18,1,6,2015,575.75
2015-06-23 16:00:00,19,1,6,2015,558.5
2015-06-23 17:00:00,20,1,6,2015,562.75
2015-06-23 18:00:00,21,1,6,2015,565.0
2015-06-23 19:00:00,22,1,6,2015,525.25
2015-06-23 20:00:00,23,1,6,2015,485.0
2015-06-23 21:00:00,0,2,6,2015,439.25
2015-06-23 22:00:00,1,2,6,2015,407.0
2015-06-23 23:00:00,2,2,6,2015,386.75
2015-06-24 00:00:00,3,2,6,2015,375.0
2015-06-24 01:00:00,4,2,6,2015,368.5
2015-06-24 02:00:00,5,2,6,2015,355.25
2015-06-24 03:00:00,6,2,6,2015,388.25
2015-06-24 04:00:00,7,2,6,2015,458.25
2015-06-24 05:00:00,8,2,6,2015,527.25
2015-06-24 06:00:00,9,2,6,2015,566.0
2015-06-24 07:00:00,10,2,6,2015,583.75
2015-06-24 08:00:00,11,2,6,2015,586.25
2015-06-24 09:00:00,12,2,6,2015,580.5
2015-06-24 10:00:00,13,2,6,2015,568.5
2015-06-24 11:00:00,14,2,6,2015,561.25
2015-06-24 12:00:00,15,2,6,2015,552.25
2015-06-24 13:00:00,16,2,6,2015,558.25
2015-06-24 14:00:00,17,2,6,2015,562.75
2015-06-24 15:00:00,18,2,6,2015,558.25
2015-06-24 16:00:00,19,2,6,2015,549.0
2015-06-24 17:00:00,20,2,6,2015,561.75
2015-06-24 18:00:00,21,2,6,2015,564.25
2015-06-24 19:00:00,22,2,6,2015,524.75
2015-06-24 20:00:00,23,2,6,2015,486.5
2015-06-24 21:00:00,0,3,6,2015,446.5
2015-06-24 22:00:00,1,3,6,2015,415.0
2015-06-24 23:00:00,2,3,6,2015,392.75
2015-06-25 00:00:00,3,3,6,2015,381.25
2015-06-25 01:00:00,4,3,6,2015,376.0
2015-06-25 02:00:00,5,3,6,2015,362.5
2015-06-25 03:00:00,6,3,6,2015,395.5
2015-06-25 04:00:00,7,3,6,2015,465.75
2015-06-25 05:00:00,8,3,6,2015,544.25
2015-06-25 06:00:00,9,3,6,2015,591.75
2015-06-25 07:00:00,10,3,6,2015,615.5
2015-06-25 08:00:00,11,3,6,2015,620.0
2015-06-25 09:00:00,12,3,6,2015,620.25
2015-06-25 10:00:00,13,3,6,2015,616.75
2015-06-25 11:00:00,14,3,6,2015,610.5
2015-06-25 12:00:00,15,3,6,2015,602.75
2015-06-25 13:00:00,16,3,6,2015,604.75
2015-06-25 14:00:00,17,3,6,2015,599.75
2015-06-25 15:00:00,18,3,6,2015,591.75
2015-06-25 16:00:00,19,3,6,2015,573.5
2015-06-25 17:00:00,20,3,6,2015,575.0
2015-06-25 18:00:00,21,3,6,2015,578.5
2015-06-25 19:00:00,22,3,6,2015,540.75
2015-06-25 20:00:00,23,3,6,2015,500.25
2015-06-25 21:00:00,0,4,6,2015,458.25
2015-06-25 22:00:00,1,4,6,2015,422.0
2015-06-25 23:00:00,2,4,6,2015,399.75
2015-06-26 00:00:00,3,4,6,2015,387.25
2015-06-26 01:00:00,4,4,6,2015,381.0
2015-06-26 02:00:00,5,4,6,2015,367.75
2015-06-26 03:00:00,6,4,6,2015,400.0
2015-06-26 04:00:00,7,4,6,2015,470.5
2015-06-26 05:00:00,8,4,6,2015,549.25
2015-06-26 06:00:00,9,4,6,2015,589.75
2015-06-26 07:00:00,10,4,6,2015,611.25
2015-06-26 08:00:00,11,4,6,2015,615.5
2015-06-26 09:00:00,12,4,6,2015,615.5
2015-06-26 10:00:00,13,4,6,2015,603.25
2015-06-26 11:00:00,14,4,6,2015,603.0
2015-06-26 12:00:00,15,4,6,2015,596.75
2015-06-26 13:00:00,16,4,6,2015,603.0
2015-06-26 14:00:00,17,4,6,2015,600.25
2015-06-26 15:00:00,18,4,6,2015,591.25
2015-06-26 16:00:00,19,4,6,2015,570.0
2015-06-26 17:00:00,20,4,6,2015,567.5
2015-06-26 18:00:00,21,4,6,2015,572.0
2015-06-26 19:00:00,22,4,6,2015,535.25
2015-06-26 20:00:00,23,4,6,2015,499.0
2015-06-26 21:00:00,0,5,6,2015,461.5
2015-06-26 22:00:00,1,5,6,2015,430.75
2015-06-26 23:00:00,2,5,6,2015,406.5
2015-06-27 00:00:00,3,5,6,2015,391.5
2015-06-27 01:00:00,4,5,6,2015,381.5
2015-06-27 02:00:00,5,5,6,2015,356.5
2015-06-27 03:00:00,6,5,6,2015,372.5
2015-06-27 04:00:00,7,5,6,2015,411.25
2015-06-27 05:00:00,8,5,6,2015,455.5
2015-06-27 06:00:00,9,5,6,2015,496.25
2015-06-27 07:00:00,10,5,6,2015,521.75
2015-06-27 08:00:00,11,5,6,2015,528.25
2015-06-27 09:00:00,12,5,6,2015,534.0
2015-06-27 10:00:00,13,5,6,2015,528.5
2015-06-27 11:00:00,14,5,6,2015,516.5
2015-06-27 12:00:00,15,5,6,2015,514.5
2015-06-27 13:00:00,16,5,6,2015,519.75
2015-06-27 14:00:00,17,5,6,2015,527.5
2015-06-27 15:00:00,18,5,6,2015,534.0
2015-06-27 16:00:00,19,5,6,2015,529.75
2015-06-27 17:00:00,20,5,6,2015,542.0
2015-06-27 18:00:00,21,5,6,2015,548.0
2015-06-27 19:00:00,22,5,6,2015,520.75
2015-06-27 20:00:00,23,5,6,2015,489.75
2015-06-27 21:00:00,0,6,6,2015,462.25
2015-06-27 22:00:00,1,6,6,2015,435.5
2015-06-27 23:00:00,2,6,6,2015,413.25
2015-06-28 00:00:00,3,6,6,2015,399.25
2015-06-28 01:00:00,4,6,6,2015,386.75
2015-06-28 02:00:00,5,6,6,2015,361.25
2015-06-28 03:00:00,6,6,6,2015,366.0
2015-06-28 04:00:00,7,6,6,2015,387.0
2015-06-28 05:00:00,8,6,6,2015,413.0
2015-06-28 06:00:00,9,6,6,2015,435.0
2015-06-28 07:00:00,10,6,6,2015,455.0
2015-06-28 08:00:00,11,6,6,2015,473.5
2015-06-28 09:00:00,12,6,6,2015,485.5
2015-06-28 10:00:00,13,6,6,2015,479.0
2015-06-28 11:00:00,14,6,6,2015,456.25
2015-06-28 12:00:00,15,6,6,2015,457.25
2015-06-28 13:00:00,16,6,6,2015,466.75
2015-06-28 14:00:00,17,6,6,2015,483.75
2015-06-28 15:00:00,18,6,6,2015,489.0
2015-06-28 16:00:00,19,6,6,2015,488.75
2015-06-28 17:00:00,20,6,6,2015,508.0
2015-06-28 18:00:00,21,6,6,2015,528.0
2015-06-28 19:00:00,22,6,6,2015,504.25
2015-06-28 20:00:00,23,6,6,2015,471.5
2015-06-28 21:00:00,0,0,6,2015,433.0
2015-06-28 22:00:00,1,0,6,2015,400.5
2015-06-28 23:00:00,2,0,6,2015,381.25
2015-06-29 00:00:00,3,0,6,2015,365.25
2015-06-29 01:00:00,4,0,6,2015,360.75
2015-06-29 02:00:00,5,0,6,2015,346.75
2015-06-29 03:00:00,6,0,6,2015,381.75
2015-06-29 04:00:00,7,0,6,2015,452.25
2015-06-29 05:00:00,8,0,6,2015,530.25
2015-06-29 06:00:00,9,0,6,2015,576.25
2015-06-29 07:00:00,10,0,6,2015,595.25
2015-06-29 08:00:00,11,0,6,2015,598.75
2015-06-29 09:00:00,12,0,6,2015,600.75
2015-06-29 10:00:00,13,0,6,2015,589.75
2015-06-29 11:00:00,14,0,6,2015,578.75
2015-06-29 12:00:00,15,0,6,2015,572.25
2015-06-29 13:00:00,16,0,6,2015,577.75
2015-06-29 14:00:00,17,0,6,2015,574.25
2015-06-29 15:00:00,18,0,6,2015,570.0
2015-06-29 16:00:00,19,0,6,2015,553.5
2015-06-29 17:00:00,20,0,6,2015,554.75
2015-06-29 18:00:00,21,0,6,2015,557.0
2015-06-29 19:00:00,22,0,6,2015,522.75
2015-06-29 20:00:00,23,0,6,2015,484.5
2015-06-29 21:00:00,0,1,6,2015,444.25
2015-06-29 22:00:00,1,1,6,2015,413.75
2015-06-29 23:00:00,2,1,6,2015,393.5
2015-06-30 00:00:00,3,1,6,2015,381.0
2015-06-30 01:00:00,4,1,6,2015,373.5
2015-06-30 02:00:00,5,1,6,2015,361.25
2015-06-30 03:00:00,6,1,6,2015,395.5
2015-06-30 04:00:00,7,1,6,2015,464.0
2015-06-30 05:00:00,8,1,6,2015,537.75
2015-06-30 06:00:00,9,1,6,2015,577.25
2015-06-30 07:00:00,10,1,6,2015,597.5
2015-06-30 08:00:00,11,1,6,2015,601.0
2015-06-30 09:00:00,12,1,6,2015,599.0
2015-06-30 10:00:00,13,1,6,2015,592.0
2015-06-30 11:00:00,14,1,6,2015,587.0
2015-06-30 12:00:00,15,1,6,2015,579.75
2015-06-30 13:00:00,16,1,6,2015,590.25
2015-06-30 14:00:00,17,1,6,2015,587.0
2015-06-30 15:00:00,18,1,6,2015,577.0
2015-06-30 16:00:00,19,1,6,2015,564.0
2015-06-30 17:00:00,20,1,6,2015,567.75
2015-06-30 18:00:00,21,1,6,2015,571.75
2015-06-30 19:00:00,22,1,6,2015,533.5
2015-06-30 20:00:00,23,1,6,2015,494.25
2015-06-30 21:00:00,0,2,7,2015,454.75
2015-06-30 22:00:00,1,2,7,2015,424.75
2015-06-30 23:00:00,2,2,7,2015,402.0
2015-07-01 00:00:00,3,2,7,2015,389.25
2015-07-01 01:00:00,4,2,7,2015,383.25
2015-07-01 02:00:00,5,2,7,2015,368.5
2015-07-01 03:00:00,6,2,7,2015,401.75
2015-07-01 04:00:00,7,2,7,2015,469.75
2015-07-01 05:00:00,8,2,7,2015,547.5
2015-07-01 06:00:00,9,2,7,2015,587.0
2015-07-01 07:00:00,10,2,7,2015,599.75
2015-07-01 08:00:00,11,2,7,2015,609.0
2015-07-01 09:00:00,12,2,7,2015,612.0
2015-07-01 10:00:00,13,2,7,2015,609.5
2015-07-01 11:00:00,14,2,7,2015,605.25
2015-07-01 12:00:00,15,2,7,2015,598.0
2015-07-01 13:00:00,16,2,7,2015,599.5
2015-07-01 14:00:00,17,2,7,2015,597.25
2015-07-01 15:00:00,18,2,7,2015,590.5
2015-07-01 16:00:00,19,2,7,2015,578.25
2015-07-01 17:00:00,20,2,7,2015,585.0
2015-07-01 18:00:00,21,2,7,2015,591.25
2015-07-01 19:00:00,22,2,7,2015,553.25
2015-07-01 20:00:00,23,2,7,2015,516.0
2015-07-01 21:00:00,0,3,7,2015,476.5
2015-07-01 22:00:00,1,3,7,2015,437.5
2015-07-01 23:00:00,2,3,7,2015,421.25
2015-07-02 00:00:00,3,3,7,2015,408.75
2015-07-02 01:00:00,4,3,7,2015,402.5
2015-07-02 02:00:00,5,3,7,2015,385.0
2015-07-02 03:00:00,6,3,7,2015,419.0
2015-07-02 04:00:00,7,3,7,2015,490.75
2015-07-02 05:00:00,8,3,7,2015,570.75
2015-07-02 06:00:00,9,3,7,2015,604.75
2015-07-02 07:00:00,10,3,7,2015,628.0
2015-07-02 08:00:00,11,3,7,2015,636.0
2015-07-02 09:00:00,12,3,7,2015,644.5
2015-07-02 10:00:00,13,3,7,2015,640.0
2015-07-02 11:00:00,14,3,7,2015,636.5
2015-07-02 12:00:00,15,3,7,2015,629.0
2015-07-02 13:00:00,16,3,7,2015,637.25
2015-07-02 14:00:00,17,3,7,2015,632.25
2015-07-02 15:00:00,18,3,7,2015,621.75
2015-07-02 16:00:00,19,3,7,2015,602.75
2015-07-02 17:00:00,20,3,7,2015,598.0
2015-07-02 18:00:00,21,3,7,2015,600.0
2015-07-02 19:00:00,22,3,7,2015,563.0
2015-07-02 20:00:00,23,3,7,2015,528.25
2015-07-02 21:00:00,0,4,7,2015,486.5
2015-07-02 22:00:00,1,4,7,2015,450.75
2015-07-02 23:00:00,2,4,7,2015,429.0
2015-07-03 00:00:00,3,4,7,2015,412.75
2015-07-03 01:00:00,4,4,7,2015,408.0
2015-07-03 02:00:00,5,4,7,2015,387.0
2015-07-03 03:00:00,6,4,7,2015,413.75
2015-07-03 04:00:00,7,4,7,2015,484.0
2015-07-03 05:00:00,8,4,7,2015,567.0
2015-07-03 06:00:00,9,4,7,2015,613.25
2015-07-03 07:00:00,10,4,7,2015,636.5
2015-07-03 08:00:00,11,4,7,2015,644.5
2015-07-03 09:00:00,12,4,7,2015,634.75
2015-07-03 10:00:00,13,4,7,2015,627.5
2015-07-03 11:00:00,14,4,7,2015,630.5
2015-07-03 12:00:00,15,4,7,2015,627.75
2015-07-03 13:00:00,16,4,7,2015,633.0
2015-07-03 14:00:00,17,4,7,2015,628.75
2015-07-03 15:00:00,18,4,7,2015,621.5
2015-07-03 16:00:00,19,4,7,2015,600.5
2015-07-03 17:00:00,20,4,7,2015,599.75
2015-07-03 18:00:00,21,4,7,2015,600.75
2015-07-03 19:00:00,22,4,7,2015,563.25
2015-07-03 20:00:00,23,4,7,2015,531.0
2015-07-03 21:00:00,0,5,7,2015,498.5
2015-07-03 22:00:00,1,5,7,2015,469.25
2015-07-03 23:00:00,2,5,7,2015,445.5
2015-07-04 00:00:00,3,5,7,2015,429.0
2015-07-04 01:00:00,4,5,7,2015,419.0
2015-07-04 02:00:00,5,5,7,2015,396.25
2015-07-04 03:00:00,6,5,7,2015,407.75
2015-07-04 04:00:00,7,5,7,2015,445.0
2015-07-04 05:00:00,8,5,7,2015,489.0
2015-07-04 06:00:00,9,5,7,2015,530.25
2015-07-04 07:00:00,10,5,7,2015,553.25
2015-07-04 08:00:00,11,5,7,2015,558.75
2015-07-04 09:00:00,12,5,7,2015,566.0
2015-07-04 10:00:00,13,5,7,2015,562.75
2015-07-04 11:00:00,14,5,7,2015,556.25
2015-07-04 12:00:00,15,5,7,2015,555.5
2015-07-04 13:00:00,16,5,7,2015,561.5
2015-07-04 14:00:00,17,5,7,2015,569.0
2015-07-04 15:00:00,18,5,7,2015,571.75
2015-07-04 16:00:00,19,5,7,2015,565.25
2015-07-04 17:00:00,20,5,7,2015,565.5
2015-07-04 18:00:00,21,5,7,2015,569.75
2015-07-04 19:00:00,22,5,7,2015,542.5
2015-07-04 20:00:00,23,5,7,2015,517.25
2015-07-04 21:00:00,0,6,7,2015,489.0
2015-07-04 22:00:00,1,6,7,2015,461.25
2015-07-04 23:00:00,2,6,7,2015,419.25
2015-07-05 00:00:00,3,6,7,2015,415.5
2015-07-05 01:00:00,4,6,7,2015,396.5
2015-07-05 02:00:00,5,6,7,2015,380.0
2015-07-05 03:00:00,6,6,7,2015,388.25
2015-07-05 04:00:00,7,6,7,2015,412.0
2015-07-05 05:00:00,8,6,7,2015,438.0
2015-07-05 06:00:00,9,6,7,2015,461.0
2015-07-05 07:00:00,10,6,7,2015,482.75
2015-07-05 08:00:00,11,6,7,2015,503.5
2015-07-05 09:00:00,12,6,7,2015,512.25
2015-07-05 10:00:00,13,6,7,2015,513.5
2015-07-05 11:00:00,14,6,7,2015,511.75
2015-07-05 12:00:00,15,6,7,2015,523.5
2015-07-05 13:00:00,16,6,7,2015,536.0
2015-07-05 14:00:00,17,6,7,2015,544.25
2015-07-05 15:00:00,18,6,7,2015,551.5
2015-07-05 16:00:00,19,6,7,2015,543.25
2015-07-05 17:00:00,20,6,7,2015,551.75
2015-07-05 18:00:00,21,6,7,2015,573.5
2015-07-05 19:00:00,22,6,7,2015,558.75
2015-07-05 20:00:00,23,6,7,2015,533.0
2015-07-05 21:00:00,0,0,7,2015,498.75
2015-07-05 22:00:00,1,0,7,2015,464.5
2015-07-05 23:00:00,2,0,7,2015,440.25
2015-07-06 00:00:00,3,0,7,2015,421.0
2015-07-06 01:00:00,4,0,7,2015,412.5
2015-07-06 02:00:00,5,0,7,2015,392.75
2015-07-06 03:00:00,6,0,7,2015,424.0
2015-07-06 04:00:00,7,0,7,2015,499.5
2015-07-06 05:00:00,8,0,7,2015,584.75
2015-07-06 06:00:00,9,0,7,2015,629.5
2015-07-06 07:00:00,10,0,7,2015,655.5
2015-07-06 08:00:00,11,0,7,2015,657.25
2015-07-06 09:00:00,12,0,7,2015,655.0
2015-07-06 10:00:00,13,0,7,2015,653.0
2015-07-06 11:00:00,14,0,7,2015,654.0
2015-07-06 12:00:00,15,0,7,2015,640.75
2015-07-06 13:00:00,16,0,7,2015,647.75
2015-07-06 14:00:00,17,0,7,2015,638.25
2015-07-06 15:00:00,18,0,7,2015,621.25
2015-07-06 16:00:00,19,0,7,2015,595.0
2015-07-06 17:00:00,20,0,7,2015,590.25
2015-07-06 18:00:00,21,0,7,2015,596.0
2015-07-06 19:00:00,22,0,7,2015,565.75
2015-07-06 20:00:00,23,0,7,2015,531.5
2015-07-06 21:00:00,0,1,7,2015,492.5
2015-07-06 22:00:00,1,1,7,2015,462.5
2015-07-06 23:00:00,2,1,7,2015,442.75
2015-07-07 00:00:00,3,1,7,2015,430.5
2015-07-07 01:00:00,4,1,7,2015,420.5
2015-07-07 02:00:00,5,1,7,2015,402.75
2015-07-07 03:00:00,6,1,7,2015,431.25
2015-07-07 04:00:00,7,1,7,2015,501.5
2015-07-07 05:00:00,8,1,7,2015,586.75
2015-07-07 06:00:00,9,1,7,2015,636.75
2015-07-07 07:00:00,10,1,7,2015,660.0
2015-07-07 08:00:00,11,1,7,2015,664.5
2015-07-07 09:00:00,12,1,7,2015,665.25
2015-07-07 10:00:00,13,1,7,2015,662.75
2015-07-07 11:00:00,14,1,7,2015,666.75
2015-07-07 12:00:00,15,1,7,2015,664.0
2015-07-07 13:00:00,16,1,7,2015,667.5
2015-07-07 14:00:00,17,1,7,2015,658.75
2015-07-07 15:00:00,18,1,7,2015,637.5
2015-07-07 16:00:00,19,1,7,2015,609.0
2015-07-07 17:00:00,20,1,7,2015,603.75
2015-07-07 18:00:00,21,1,7,2015,606.75
2015-07-07 19:00:00,22,1,7,2015,578.25
2015-07-07 20:00:00,23,1,7,2015,546.5
2015-07-07 21:00:00,0,2,7,2015,511.0
2015-07-07 22:00:00,1,2,7,2015,474.5
2015-07-07 23:00:00,2,2,7,2015,450.0
2015-07-08 00:00:00,3,2,7,2015,436.0
2015-07-08 01:00:00,4,2,7,2015,425.5
2015-07-08 02:00:00,5,2,7,2015,407.75
2015-07-08 03:00:00,6,2,7,2015,436.75
2015-07-08 04:00:00,7,2,7,2015,508.0
2015-07-08 05:00:00,8,2,7,2015,574.0
2015-07-08 06:00:00,9,2,7,2015,636.5
2015-07-08 07:00:00,10,2,7,2015,665.5
2015-07-08 08:00:00,11,2,7,2015,674.25
2015-07-08 09:00:00,12,2,7,2015,679.5
2015-07-08 10:00:00,13,2,7,2015,676.25
2015-07-08 11:00:00,14,2,7,2015,676.75
2015-07-08 12:00:00,15,2,7,2015,669.5
2015-07-08 13:00:00,16,2,7,2015,670.0
2015-07-08 14:00:00,17,2,7,2015,658.75
2015-07-08 15:00:00,18,2,7,2015,640.75
2015-07-08 16:00:00,19,2,7,2015,621.5
2015-07-08 17:00:00,20,2,7,2015,623.0
2015-07-08 18:00:00,21,2,7,2015,624.75
2015-07-08 19:00:00,22,2,7,2015,591.5
2015-07-08 20:00:00,23,2,7,2015,564.0
2015-07-08 21:00:00,0,3,7,2015,525.75
2015-07-08 22:00:00,1,3,7,2015,492.5
2015-07-08 23:00:00,2,3,7,2015,464.75
2015-07-09 00:00:00,3,3,7,2015,448.75
2015-07-09 01:00:00,4,3,7,2015,437.25
2015-07-09 02:00:00,5,3,7,2015,421.75
2015-07-09 03:00:00,6,3,7,2015,450.75
2015-07-09 04:00:00,7,3,7,2015,522.5
2015-07-09 05:00:00,8,3,7,2015,609.0
2015-07-09 06:00:00,9,3,7,2015,662.75
2015-07-09 07:00:00,10,3,7,2015,691.0
2015-07-09 08:00:00,11,3,7,2015,696.75
2015-07-09 09:00:00,12,3,7,2015,697.25
2015-07-09 10:00:00,13,3,7,2015,690.75
2015-07-09 11:00:00,14,3,7,2015,690.0
2015-07-09 12:00:00,15,3,7,2015,685.75
2015-07-09 13:00:00,16,3,7,2015,693.25
2015-07-09 14:00:00,17,3,7,2015,682.5
2015-07-09 15:00:00,18,3,7,2015,658.25
2015-07-09 16:00:00,19,3,7,2015,629.0
2015-07-09 17:00:00,20,3,7,2015,620.5
2015-07-09 18:00:00,21,3,7,2015,626.75
2015-07-09 19:00:00,22,3,7,2015,602.5
